text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:47:59Z,FALSE,NA,868524195839344640,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Gamboalili,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:47:39Z,FALSE,NA,868524111089344512,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LourimarVilleg1,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:47:25Z,FALSE,NA,868524053954539520,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",evlyntylki,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:45:41Z,FALSE,NA,868523616681512962,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",darod52,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:44:59Z,FALSE,NA,868523440499773444,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RAMOSJazzside,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:43:14Z,FALSE,NA,868523001607852032,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bumanue4,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:42:43Z,FALSE,NA,868522871412228096,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GCocchioni,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:41:24Z,FALSE,NA,868522540125302786,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PCKali,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:40:55Z,FALSE,NA,868522418243031040,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GRACI44,37,TRUE,FALSE,NA,NA
RT @Noticensura: ¡APOYA LA SALIDA INMEDIATA DE MADURO! Santos: Estamos  interesados en una transición pacífica en Venezuela https://t.co/Ad…,FALSE,0,NA,2017-05-27T17:40:35Z,FALSE,NA,868522335611084802,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kamalherrera,37,TRUE,FALSE,NA,NA
